ts_hour,temp_c,is_rain,rain_mm,traffic_index
2024-07-01T18:00:00.000Z,27.196086753622673,0,0.0,1.2379540424145237
2024-07-01T19:00:00.000Z,30.882452025166568,1,15.32408105354803,1.496269421497069
2024-07-01T20:00:00.000Z,28.823128452867202,0,0.0,1.2757861551923306
2024-07-01T21:00:00.000Z,29.93290778915935,0,0.0,0.9929248699230543
2024-07-01T22:00:00.000Z,26.048120578359672,1,4.07644161925935,1.2201681813796854
2024-07-01T23:00:00.000Z,24.950682427313446,0,0.0,1.0272092804365147
2024-07-02T00:00:00.000Z,27.34787952241079,0,0.0,1.0182552166989756
2024-07-02T01:00:00.000Z,29.10110236642567,0,0.0,1.0707224826565207
2024-07-02T02:00:00.000Z,28.128307223810218,0,0.0,1.0802190957293791
2024-07-02T03:00:00.000Z,30.071380431691836,0,0.0,0.9256358194303126
2024-07-02T04:00:00.000Z,28.983564707075203,1,9.202926299819218,1.0508225103344913
2024-07-02T05:00:00.000Z,26.111030223553563,0,0.0,0.9457185682757733
2024-07-02T06:00:00.000Z,28.836359027392465,1,1.3551661916270739,1.2066718149509748
2024-07-02T07:00:00.000Z,28.30949361085968,0,0.0,0.9579627987503001
2024-07-02T08:00:00.000Z,30.287483372869023,0,0.0,1.4006406188547442
2024-07-02T09:00:00.000Z,26.333145226351675,0,0.0,1.2434275938788104
2024-07-02T10:00:00.000Z,26.8061583213507,1,9.613676934059256,1.676428378155608
2024-07-02T11:00:00.000Z,28.714431157791918,0,0.0,1.062749344905688
2024-07-02T12:00:00.000Z,30.544815680821962,0,0.0,0.9691821420075784
2024-07-02T13:00:00.000Z,27.64118675553295,0,0.0,0.9389122783606351
2024-07-02T14:00:00.000Z,29.073756418653893,0,0.0,0.987844787774156
2024-07-02T15:00:00.000Z,28.06340039383338,0,0.0,1.0918216000399328
2024-07-02T16:00:00.000Z,27.92360422750925,0,0.0,0.9680681871425129
2024-07-02T17:00:00.000Z,30.073395726183758,1,3.55273702811214,1.503475647861318
2024-07-02T18:00:00.000Z,28.197750770845197,0,0.0,1.3496043354934388
2024-07-02T19:00:00.000Z,27.203393139985174,1,4.110861963291203,1.4495693008913666
2024-07-02T20:00:00.000Z,27.096964651492282,0,0.0,1.4360476289604855
2024-07-02T21:00:00.000Z,27.447244546632508,1,8.450042433868067,1.2497115626181337
2024-07-02T22:00:00.000Z,26.75432386810219,0,0.0,1.0724576009099431
2024-07-02T23:00:00.000Z,27.57174523317028,0,0.0,1.1108407923742702
2024-07-03T00:00:00.000Z,28.10592022799941,0,0.0,0.9367478122970878
2024-07-03T01:00:00.000Z,28.51614142806131,1,10.757009096706582,1.2012389831317283
2024-07-03T02:00:00.000Z,26.22661914511608,1,1.7879639442553996,1.1924292122690117
2024-07-03T03:00:00.000Z,27.242982043536596,0,0.0,1.1267433578438044
2024-07-03T04:00:00.000Z,27.3310238894406,0,0.0,0.9668483201577509
2024-07-03T05:00:00.000Z,26.625984454024717,1,5.579272576614326,1.0567874263489967
2024-07-03T06:00:00.000Z,26.95706192064613,0,0.0,0.9631965334447684
2024-07-03T07:00:00.000Z,29.62131731653869,0,0.0,1.070880211056259
2024-07-03T08:00:00.000Z,30.45517556042377,0,0.0,1.39263914284697
2024-07-03T09:00:00.000Z,27.436564449874215,0,0.0,1.3425155920144616
2024-07-03T10:00:00.000Z,26.720190074320325,1,1.574333843663167,1.51959004778695
2024-07-03T11:00:00.000Z,27.85372026357644,1,12.318761959521943,1.227278052478319
2024-07-03T12:00:00.000Z,28.1517303336008,0,0.0,1.0452948596996794
2024-07-03T13:00:00.000Z,29.24573311097405,1,13.767873346731367,1.2173629435050202
2024-07-03T14:00:00.000Z,27.286520902832272,0,0.0,0.9720856932996675
2024-07-03T15:00:00.000Z,27.02434906282748,0,0.0,0.9975205855458223
2024-07-03T16:00:00.000Z,32.41288375465523,0,0.0,0.9562512756613959
2024-07-03T17:00:00.000Z,25.67155754916154,0,0.0,1.432713720255657
2024-07-03T18:00:00.000Z,29.622020859947792,0,0.0,1.3394675135382714
2024-07-03T19:00:00.000Z,30.6814853956682,0,0.0,1.2752032290559219
2024-07-03T20:00:00.000Z,27.543124691161932,0,0.0,1.5307536782473472
2024-07-03T21:00:00.000Z,28.79186347488239,0,0.0,0.9417280987337046
2024-07-03T22:00:00.000Z,24.981719859724805,0,0.0,0.928542267786026
2024-07-03T23:00:00.000Z,28.044775430802176,0,0.0,0.9037178284526283
2024-07-04T00:00:00.000Z,30.08710569125032,1,2.9990601381668753,1.1450303384617309
2024-07-04T01:00:00.000Z,28.216885216200765,0,0.0,1.0596981898612166
2024-07-04T02:00:00.000Z,28.06879915583802,0,0.0,0.8735158122355138
2024-07-04T03:00:00.000Z,31.121644308086353,0,0.0,1.012884919423553
2024-07-04T04:00:00.000Z,29.474352524145207,1,8.470967356572617,1.1533683131691985
2024-07-04T05:00:00.000Z,29.274849048218673,0,0.0,0.9350795617077188
2024-07-04T06:00:00.000Z,26.540972010038498,0,0.0,0.8608862008930459
2024-07-04T07:00:00.000Z,23.59922384182031,0,0.0,0.9964578820323191
2024-07-04T08:00:00.000Z,28.671497360440505,0,0.0,1.2129066235977504
2024-07-04T09:00:00.000Z,28.0099676238196,1,2.849446465579674,1.5275490174271797
2024-07-04T10:00:00.000Z,29.372562093208778,0,0.0,1.3773113171241187
2024-07-04T11:00:00.000Z,28.224418695075485,0,0.0,0.8192822010945862
2024-07-04T12:00:00.000Z,28.079884751348345,0,0.0,1.0555096828161992
2024-07-04T13:00:00.000Z,28.055201473649227,0,0.0,0.8418148636437632
2024-07-04T14:00:00.000Z,26.002535441818942,0,0.0,1.145273723873857
2024-07-04T15:00:00.000Z,24.678942173574054,0,0.0,0.9844630174848067
2024-07-04T16:00:00.000Z,26.40587240757416,1,3.689229621857074,1.130961134525817
2024-07-04T17:00:00.000Z,26.015261956880956,0,0.0,1.3663906907298764
2024-07-04T18:00:00.000Z,27.91756138366261,1,3.1259579279413696,1.4779103848619894
2024-07-04T19:00:00.000Z,25.06055715789355,0,0.0,1.1556632228694945
2024-07-04T20:00:00.000Z,27.143388240293728,0,0.0,1.4410717571781266
2024-07-04T21:00:00.000Z,31.47302190585242,0,0.0,0.9722151638027294
2024-07-04T22:00:00.000Z,27.86576738053682,0,0.0,1.006056617698625
2024-07-04T23:00:00.000Z,28.086534333120447,0,0.0,0.9867759134980406
2024-07-05T00:00:00.000Z,28.02790308684182,1,9.739976717221786,1.1335607753490882
2024-07-05T01:00:00.000Z,28.381498985756604,1,11.809141086107665,1.1106414803884173
2024-07-05T02:00:00.000Z,27.052400971002925,1,4.880437164820607,1.2583582985653061
2024-07-05T03:00:00.000Z,27.702738343329784,0,0.0,1.0409879814591927
2024-07-05T04:00:00.000Z,27.02443765383219,0,0.0,0.9965335314119845
2024-07-05T05:00:00.000Z,25.312725435507083,0,0.0,1.0817375104906901
2024-07-05T06:00:00.000Z,30.11137561223252,0,0.0,0.9940479718450234
2024-07-05T07:00:00.000Z,26.412104653805585,0,0.0,1.0894124943817933
2024-07-05T08:00:00.000Z,30.88107893839122,0,0.0,1.4680755621595913
2024-07-05T09:00:00.000Z,26.62341329324505,1,5.314894203038466,1.63660400763401
2024-07-05T10:00:00.000Z,25.554584868935606,0,0.0,1.3828373608901998
2024-07-05T11:00:00.000Z,31.48461416842533,0,0.0,0.9192252122871749
2024-07-05T12:00:00.000Z,25.33663531202772,0,0.0,1.0354764577341289
2024-07-05T13:00:00.000Z,23.92368032015427,0,0.0,0.9620780862542585
2024-07-05T14:00:00.000Z,25.396510000611837,0,0.0,1.0576132368289648
2024-07-05T15:00:00.000Z,27.751829025157843,0,0.0,1.1292238141209443
2024-07-05T16:00:00.000Z,25.59201246433251,0,0.0,0.9927873284355216
2024-07-05T17:00:00.000Z,26.98730634183046,0,0.0,1.2604223138269932
2024-07-05T18:00:00.000Z,24.339816761021666,0,0.0,1.4061112733188694
2024-07-05T19:00:00.000Z,29.957445016484577,0,0.0,1.349333611400684
2024-07-05T20:00:00.000Z,28.75576919238035,0,0.0,1.4729082154245778
2024-07-05T21:00:00.000Z,25.721461581007976,0,0.0,1.004329668799584
2024-07-05T22:00:00.000Z,23.832060993885285,0,0.0,0.9943764402825348
2024-07-05T23:00:00.000Z,26.37321501835337,1,5.75827572496691,1.2076713755345962
2024-07-06T00:00:00.000Z,29.170321261920847,0,0.0,1.0246429364127883
2024-07-06T01:00:00.000Z,29.93809374488178,0,0.0,0.8414673067373181
2024-07-06T02:00:00.000Z,27.575916968298177,0,0.0,0.9350711872639471
2024-07-06T03:00:00.000Z,27.09739326295344,0,0.0,1.0885617677080102
2024-07-06T04:00:00.000Z,26.958563201976848,0,0.0,0.9478348456839152
2024-07-06T05:00:00.000Z,28.547831205141847,1,5.411437328739913,1.1976720320698653
2024-07-06T06:00:00.000Z,29.58673359639266,0,0.0,0.9816689985034351
2024-07-06T07:00:00.000Z,27.74234030240871,0,0.0,0.9450527940189123
2024-07-06T08:00:00.000Z,27.327030075321943,0,0.0,1.3371138973824057
2024-07-06T09:00:00.000Z,29.40533768604856,0,0.0,1.2682631564451896
2024-07-06T10:00:00.000Z,30.68986591152008,0,0.0,1.2315243671441232
2024-07-06T11:00:00.000Z,27.48408720969316,0,0.0,1.016484617072297
2024-07-06T12:00:00.000Z,28.152859569390447,1,2.8517543074365417,1.3289408020811868
2024-07-06T13:00:00.000Z,26.647398639535286,0,0.0,1.059771472031961
2024-07-06T14:00:00.000Z,28.144546956767158,0,0.0,1.0614424003804297
2024-07-06T15:00:00.000Z,26.332225107833008,0,0.0,1.0843472009341957
